"Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"72","93","20","8","60"
"72","66","85","64","100"
"20","87","30","20","52"
"92","12","0","8","88"
"44","90","55","16","96"
"40","42","20","44","12"
"80","87","75","56","48"
"88","33","10","64","44"
"96","78","70","40","24"
"4","63","35","20","44"
"72","72","80","56","100"
"40","36","40","48","92"
"8","48","95","36","52"
"48","93","65","80","88"
"32","60","80","48","68"
"84","57","35","40","100"
"8","30","10","44","84"
"84","15","95","16","48"
"8","48","15","84","28"
"60","84","90","52","8"
"60","39","35","36","12"
"16","72","65","48","32"
"28","21","55","76","48"
"84","36","15","84","84"
"28","24","15","0","92"
"92","9","0","96","4"
"24","18","5","0","36"
"92","75","10","40","20"
"16","3","70","48","20"
"68","42","10","0","40"
"24","66","95","56","76"
"4","87","100","32","56"
"12","54","100","36","48"
"96","27","85","80","24"
"72","54","95","64","60"
"24","69","35","48","12"
"60","54","85","40","28"
"80","45","90","8","68"
"52","27","40","8","76"
"48","81","15","48","48"
"28","9","25","96","60"
"12","6","20","92","84"
"4","87","70","48","36"
"52","9","90","36","44"
"84","60","55","36","32"
"8","3","5","64","16"
"96","84","75","88","24"
"60","75","30","48","56"
"36","27","95","52","48"
"52","21","35","88","8"
"8","99","55","56","88"
"48","18","0","100","92"
"4","90","15","16","40"
"96","57","15","52","64"
"32","6","25","60","100"
"4","57","25","8","36"
"64","72","75","56","100"
"16","102","45","92","24"
"56","87","85","40","92"
"84","27","40","76","28"
"76","39","60","84","44"
"60","24","95","20","64"
"16","102","15","68","92"
"84","39","10","16","80"
"36","69","45","24","92"
"4","93","85","80","28"
"84","45","65","76","24"
"68","87","75","100","80"
"80","6","30","88","72"
"36","69","95","100","56"
"28","57","30","56","100"
"36","87","70","28","12"
"44","9","90","72","76"
"44","18","50","24","96"
"96","54","80","68","28"
"56","78","100","88","24"
"64","90","50","4","28"
"56","45","25","16","16"
"44","21","55","64","80"
"64","51","25","96","52"
"92","45","30","64","52"
"64","45","80","52","88"
"20","57","40","28","48"
"92","84","40","56","56"
"36","54","70","32","16"
"4","60","70","100","8"
"60","42","10","48","76"
"52","72","65","20","80"
"80","81","95","32","84"
"60","48","25","4","0"
"52","54","25","44","24"
"60","6","15","52","84"
"72","0","0","20","0"
"64","0","50","96","68"
"64","33","50","12","4"
"44","33","75","52","0"
"4","102","55","60","96"
"76","60","15","0","32"
"88","21","80","76","4"
"64","15","25","56","8"
"16","96","75","100","68"
"60","9","35","76","48"
"64","57","80","64","76"
"24","0","100","36","48"
"60","78","15","0","88"
"60","66","55","44","32"
"52","0","70","84","60"
"80","42","25","48","76"
"80","84","65","84","20"
"32","27","50","40","88"
"0","9","35","96","12"
"48","39","75","28","36"
"8","66","65","60","52"
"96","42","80","64","36"
"100","84","40","28","16"
"56","21","20","8","24"
"4","39","15","24","96"
"48","75","75","100","24"
"32","60","35","0","24"
"16","33","0","0","56"
"40","93","90","88","12"
"40","27","60","72","64"
"56","24","60","92","84"
"4","33","25","52","56"
"72","24","0","68","80"
"36","9","70","24","56"
"96","3","30","60","56"
"28","6","35","76","40"
"56","99","10","40","16"
"32","6","45","48","84"
"4","36","30","56","40"
"84","36","80","96","36"
"88","75","20","72","100"
"40","42","75","52","52"
"28","9","85","52","4"
"80","3","35","48","48"
"32","69","90","72","24"
"24","57","100","64","84"
"80","72","100","64","80"
"56","96","35","20","8"
"20","24","75","56","96"
"72","90","10","48","56"
"28","93","15","52","40"
"36","84","55","12","96"
"68","21","25","84","48"
"60","30","75","72","88"
"48","63","80","56","16"
"20","42","85","8","12"
"52","9","70","68","76"
"20","45","25","64","0"
"16","18","70","56","84"
"60","42","40","68","36"
"88","54","45","36","96"
"4","33","15","40","84"
"0","33","45","76","0"
"76","39","5","20","92"
"76","9","65","48","4"
"100","18","100","12","24"
"32","21","15","16","68"
"52","102","40","56","60"
"32","63","85","88","28"
"72","96","75","20","32"
"60","60","55","96","32"
"84","66","30","84","60"
"16","90","5","32","56"
"68","15","40","56","36"
"8","24","25","28","4"
"28","54","60","80","60"
"16","18","35","36","68"
"4","9","90","48","8"
"52","21","40","4","100"
"8","66","5","96","84"
"44","81","70","4","40"
"100","30","30","16","92"
"56","18","35","28","4"
"12","3","30","16","28"
"16","42","70","48","76"
"64","45","5","4","20"
"76","45","30","92","96"
"4","45","20","0","96"
"52","63","100","100","76"
"64","12","55","48","36"
"96","57","100","88","88"
"56","21","50","72","16"
"80","57","15","4","24"
"88","33","75","88","32"
"96","102","75","56","28"
"44","90","55","16","72"
"52","57","65","84","56"
"28","45","40","84","56"
"84","66","90","68","92"
"0","12","100","92","28"
"20","0","35","60","40"
"16","6","70","20","0"
"80","54","0","28","24"
"12","69","5","88","44"
"76","33","10","64","36"
"44","42","15","52","20"
"28","99","65","100","64"
"24","27","100","20","72"
"80","72","70","92","36"
"100","39","5","60","100"
"84","66","90","20","68"
"88","87","5","72","76"
"76","9","60","24","4"
"0","42","70","100","80"
"28","57","35","32","24"
"32","102","10","100","4"
"28","57","40","88","28"
"84","69","75","32","8"
"16","9","30","84","60"
"56","72","70","12","32"
"64","87","5","84","92"
"84","66","65","92","80"
"68","9","85","40","40"
"4","93","95","16","68"
"88","33","35","4","28"
"48","90","45","68","48"
"0","96","40","12","56"
"28","9","15","56","44"
"52","99","30","24","92"
"80","99","90","28","56"
"92","81","65","68","96"
"32","51","0","80","4"
"56","30","25","0","100"
"100","15","35","64","80"
"0","9","50","96","76"
"40","51","25","96","8"
"100","36","25","100","40"
"44","24","20","4","60"
"72","30","35","96","68"
"12","6","40","12","40"
"84","0","25","72","16"
"4","90","60","84","16"
"4","69","50","80","96"
"12","3","15","88","48"
"80","66","20","4","52"
"64","33","45","92","48"
"56","75","80","60","96"
"48","36","50","64","96"
"84","33","45","56","60"
"32","12","30","80","48"
"48","63","50","12","12"
"60","42","40","24","84"
"48","18","40","44","92"
"4","30","55","24","28"
"80","21","40","60","52"
"0","93","15","48","12"
"96","90","30","88","88"
"36","54","100","40","28"
"40","21","45","32","44"
"12","84","95","36","24"
"80","33","5","16","20"
"24","24","60","0","100"
"28","57","70","60","4"
"8","48","30","72","20"
"100","33","45","72","60"
"32","72","65","0","52"
"28","90","15","64","16"
"88","9","15","48","44"
"56","12","40","72","84"
"36","12","50","8","100"
"52","99","80","68","60"
"72","69","35","16","12"
"28","45","5","60","96"
"56","27","45","60","12"
"96","81","60","4","48"
"56","75","90","28","48"
"16","21","95","64","28"
"80","15","75","80","84"
"72","87","65","8","60"
"40","72","60","48","84"
"20","75","95","16","84"
"100","69","100","72","64"
"96","60","90","48","84"
"92","99","15","80","96"
"0","51","60","92","0"
"96","3","40","56","0"
"84","57","45","96","68"
"8","96","50","80","24"
"32","33","80","68","40"
"100","33","65","20","84"
"32","27","40","96","36"
"76","15","70","24","80"
"24","75","20","28","64"
"76","66","85","56","52"
"92","27","65","84","80"
"4","33","95","76","32"
"32","63","40","8","56"
"56","15","95","32","48"
"56","78","85","28","52"
"48","60","100","20","100"
"76","51","100","4","68"
"96","84","10","32","100"
"12","0","75","24","64"
"88","36","5","56","52"
"44","36","90","60","36"
"36","27","5","96","88"
"96","45","100","88","60"
"52","45","95","36","88"
"8","33","15","80","88"
"64","9","100","64","16"
"28","18","30","60","48"
"28","84","60","88","8"
"84","57","95","100","20"
"68","81","40","96","80"
"12","33","75","16","76"
"92","6","80","84","28"
"52","21","0","12","40"
"16","96","25","40","28"
"68","96","85","68","56"
"84","36","35","8","80"
"88","36","0","16","68"
"64","81","35","44","88"
"92","12","85","80","32"
"24","72","50","100","80"
"16","30","40","52","24"
"60","36","30","80","56"
"96","0","40","20","28"
"60","75","95","64","28"
"56","48","55","64","72"
"88","75","60","28","68"
"92","33","25","32","8"
"20","3","45","8","28"
"12","6","100","84","40"
"84","102","65","32","32"
"64","21","0","8","16"
"24","42","50","100","64"
"40","12","20","80","12"
"56","45","20","60","44"
"24","66","25","60","72"
"44","63","30","0","100"
"4","6","15","76","32"
"64","15","90","20","84"
"96","45","15","88","72"
"20","42","0","92","44"
"56","78","90","68","52"
"44","3","45","72","0"
"28","24","40","64","84"
"28","75","95","72","28"
"84","30","45","16","16"
"84","72","80","92","28"
"0","63","65","24","0"
"4","75","40","28","0"
"48","18","100","60","76"
"48","78","40","0","48"
"60","0","80","64","64"
"80","66","80","56","16"
"40","99","25","36","76"
"80","93","75","48","20"
"84","78","10","20","68"
"36","15","30","8","16"
"16","0","85","52","80"
"84","66","75","56","56"
"4","27","50","64","8"
"8","30","30","20","80"
"48","99","55","44","24"
"52","54","90","100","52"
"32","84","40","12","24"
"16","69","50","32","12"
"0","75","60","64","72"
"84","87","100","44","96"
"68","39","65","36","100"
"28","69","65","72","12"
"8","45","5","24","92"
"52","84","50","96","68"
"100","54","85","24","24"
"16","12","0","16","92"
"8","60","30","8","4"
"92","93","85","92","4"
"12","93","45","44","72"
"88","6","5","68","48"
"12","12","50","88","16"
"60","84","35","16","64"
"36","24","65","60","8"
"88","60","65","8","8"
"68","81","100","84","44"
"32","81","80","88","52"
"28","21","30","32","40"
"76","15","70","0","64"
"60","9","5","16","8"
"56","0","85","88","16"
"52","48","85","88","20"
"84","27","30","96","52"
"68","18","30","60","52"
"20","15","95","100","44"
"92","81","85","24","12"
"76","48","55","44","20"
"48","3","5","68","28"
"88","54","75","64","44"
"44","60","40","44","44"
"32","6","15","12","64"
"80","6","10","76","8"
"96","15","90","88","4"
"100","78","15","68","76"
"88","87","85","56","40"
"16","45","25","20","72"
"20","57","60","24","40"
"76","72","85","64","44"
"16","45","20","36","20"
"96","96","40","16","8"
"80","60","5","72","8"
"20","66","15","36","72"
"0","51","70","52","76"
"20","39","65","52","72"
"84","24","60","92","36"
"32","99","100","44","28"
"16","48","10","4","64"
"8","15","45","52","88"
"36","54","90","64","44"
"64","87","5","28","28"
"16","45","75","48","88"
"84","48","80","64","28"
"60","93","50","24","32"
"76","27","100","80","76"
"20","9","55","32","20"
"40","75","55","36","32"
"16","96","90","60","16"
"72","15","100","92","80"
"24","30","60","88","92"
"76","93","15","96","84"
"76","0","0","28","60"
"100","48","55","44","76"
"52","81","75","4","4"
"92","12","60","64","36"
"52","39","35","72","64"
"88","42","10","68","76"
"100","18","80","44","64"
"20","27","70","36","28"
"100","6","95","64","16"
"16","48","90","32","24"
"68","39","25","36","44"
"12","48","25","72","40"
"56","84","5","80","76"
"68","60","15","8","100"
"68","72","60","32","24"
"28","66","10","92","12"
"100","72","80","4","64"
"28","27","75","100","84"
"0","93","30","12","48"
"0","72","75","96","24"
"60","39","55","20","56"
"68","81","15","56","84"
"68","90","30","12","64"
"8","15","0","64","60"
"52","24","5","48","72"
"76","9","65","68","20"
"0","3","80","36","12"
"40","6","10","92","64"
"0","60","85","84","100"
"0","96","50","12","44"
"28","18","0","64","4"
"36","90","75","40","60"
"80","99","85","28","44"
"64","33","60","68","100"
"36","30","45","12","36"
"28","66","60","92","28"
"36","78","70","20","20"
"72","33","0","4","48"
"60","30","75","80","68"
"84","75","65","72","44""Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"96","39","5","20","76"
"36","84","50","24","96"
"68","39","90","44","32"
"92","66","40","96","52"
"100","12","25","36","100"
"12","45","0","8","12"
"8","48","10","20","52"
"60","75","90","28","84"
"92","18","20","92","0"
"96","15","75","64","8"
"72","54","5","20","20"
"96","93","90","12","96"
"4","93","65","36","24"
"100","42","25","52","36"
"48","81","45","32","8"
"36","21","90","100","36"
"28","48","10","36","24"
"72","81","25","16","24"
"96","69","0","68","100"
"44","18","100","88","96"
"60","3","70","0","44"
"60","48","95","36","28"
"4","15","50","28","88"
"60","102","85","8","0"
"64","60","100","4","36"
"4","63","60","72","44"
"44","63","20","96","72"
"56","21","75","48","84"
"100","57","45","12","44"
"84","30","90","4","28"
"80","81","100","24","80"
"16","96","80","8","92"
"12","75","0","80","100"
"20","54","75","68","96"
"24","15","70","0","8"
"56","78","40","20","8"
"96","54","15","84","80"
"32","72","100","88","8"
"36","99","95","24","64"
"64","90","40","56","36"
"36","9","65","72","92"
"8","33","35","64","88"
"20","60","55","100","48"
"60","57","60","72","76"
"64","75","10","12","44"
"96","3","35","4","8"
"44","72","10","40","32"
"72","21","55","44","8"
"68","12","70","76","28"
"32","48","95","44","8"
"72","0","55","36","84"
"32","12","5","8","56"
"32","63","40","44","96"
"28","24","20","68","92"
"100","21","95","0","0"
"40","69","85","28","40"
"40","9","55","16","68"
"92","51","75","16","0"
"24","63","45","68","56"
"0","72","50","88","44"
"44","78","55","28","92"
"40","96","95","4","68"
"20","84","25","24","56"
"32","102","60","40","44"
"76","18","100","96","68"
"64","93","15","88","48"
"28","60","10","80","76"
"56","48","90","20","76"
"76","93","5","40","0"
"12","102","70","36","96"
"24","3","75","52","12"
"32","63","40","96","80"
"28","93","55","84","28"
"52","39","90","100","0"
"24","78","10","84","24"
"20","51","100","92","68"
"36","51","60","12","84"
"92","21","25","28","4"
"84","51","55","32","88"
"28","3","85","92","52"
"76","45","80","52","64"
"16","12","80","44","76"
"32","78","20","12","64"
"88","21","60","64","60"
"28","3","85","36","8"
"80","72","10","84","80"
"28","78","95","64","56"
"0","42","20","100","88"
"52","90","100","96","96"
"12","66","90","16","0"
"20","36","5","44","12"
"68","54","35","24","80"
"4","96","5","88","92"
"60","48","80","96","96"
"0","96","100","64","24"
"20","30","95","64","16"
"8","63","0","44","68"
"20","87","45","56","76"
"20","66","90","4","16"
"52","84","10","100","44"
"84","54","5","76","88"
"72","66","40","0","96"
"0","48","35","60","60"
"52","36","80","20","36"
"16","0","40","4","88"
"12","93","55","52","100"
"68","6","40","20","52"
"52","84","65","64","4"
"32","36","60","88","52"
"100","99","80","40","96"
"48","36","100","8","20"
"4","45","50","48","32"
"56","30","80","88","44"
"28","84","0","4","92"
"56","15","0","100","16"
"16","39","0","80","96"
"44","48","85","88","12"
"60","75","60","32","0"
"20","45","15","28","88"
"64","18","30","56","56"
"68","45","15","84","48"
"72","93","75","20","16"
"36","42","20","84","80"
"56","39","95","8","96"
"60","30","45","44","100"
"84","21","5","0","76"
"20","24","55","28","28"
"0","66","55","32","28"
"100","12","80","84","12"
"96","57","60","16","16"
"32","6","30","96","24"
"64","75","70","32","40"
"80","60","90","80","16"
"24","93","55","80","36"
"4","12","100","80","24"
"68","54","90","68","96"
"60","84","45","100","8"
"80","39","80","20","28"
"84","75","15","32","4"
"60","78","5","20","20"
"72","72","45","44","72"
"8","69","70","16","52"
"8","87","5","40","76"
"52","57","35","68","24"
"60","75","80","20","16"
"40","30","60","60","4"
"32","84","50","44","16"
"0","78","70","24","100"
"68","21","80","52","76"
"52","51","100","16","76"
"40","9","80","68","72"
"72","15","30","16","68"
"36","93","20","48","36"
"92","9","5","24","40"
"20","0","90","16","12"
"48","84","55","88","92"
"40","33","10","96","24"
"4","66","70","64","40"
"60","93","100","64","64"
"92","72","40","72","0"
"0","96","15","92","8"
"84","78","35","68","0"
"8","69","40","4","36"
"4","93","70","84","88"
"44","3","35","32","16"
"36","84","40","96","96"
"96","87","10","88","84"
"0","96","35","12","48"
"64","81","35","48","20"
"28","54","20","8","56"
"16","33","15","40","52"
"68","45","5","0","24"
"68","69","5","100","56"
"0","69","40","12","88"
"32","99","30","76","52"
"88","33","0","60","40"
"0","69","100","52","20"
"72","33","50","12","36"
"28","27","95","80","40"
"52","60","95","84","8"
"48","24","5","0","4"
"20","75","100","4","88"
"0","84","10","40","28"
"84","96","100","24","16"
"16","72","0","92","84"
"28","21","30","8","12"
"88","18","90","8","80"
"80","84","70","68","32"
"36","69","40","60","20"
"68","33","10","48","12"
"44","39","65","68","100"
"40","45","60","56","48"
"24","96","45","36","24"
"36","3","55","52","68"
"28","39","70","48","88"
"44","69","35","36","0"
"48","48","45","76","56"
"84","81","15","96","84"
"8","36","60","12","64"
"12","36","45","52","20"
"80","72","100","56","100"
"100","81","65","84","64"
"4","75","20","16","76"
"96","21","0","80","0"
"84","15","20","48","84"
"8","57","35","8","32"
"52","63","20","44","8"
"32","12","65","36","72"
"96","69","95","80","20"
"40","81","80","68","68"
"0","9","45","32","36"
"40","27","45","12","80"
"36","27","55","40","12"
"72","54","50","12","64"
"100","60","10","68","40"
"84","9","10","8","68"
"32","18","25","56","60"
"28","60","60","92","60"
"76","51","90","100","84"
"48","18","40","52","20"
"24","33","90","60","40"
"0","75","45","16","20"
"48","0","25","20","44"
"68","57","90","88","48"
"80","60","20","44","20"
"4","9","25","48","28"
"16","87","45","56","84"
"56","72","95","8","72"
"96","57","35","68","52"
"32","63","50","16","60"
"88","84","65","4","28"
"92","87","15","84","84"
"96","93","10","16","16"
"68","18","90","80","44"
"76","60","0","80","92"
"12","75","20","32","100"
"56","84","90","44","80"
"68","51","30","56","52"
"76","72","95","44","84"
"8","21","25","52","44"
"72","87","25","24","92"
"72","90","75","12","40"
"68","33","35","88","24"
"88","93","100","84","8"
"4","24","60","88","52"
"20","30","40","4","60"
"28","75","40","100","0"
"68","75","50","20","32"
"24","36","70","24","92"
"24","51","70","12","36"
"64","33","55","52","100"
"100","30","35","16","96"
"64","0","30","72","84"
"8","6","35","60","80"
"48","84","100","56","100"
"0","42","50","16","88"
"36","87","50","36","36"
"92","93","40","52","36"
"48","12","80","64","32"
"8","54","20","72","40"
"44","51","50","16","88"
"8","54","5","12","88"
"64","63","30","96","12"
"24","45","35","64","20"
"40","18","65","96","64"
"16","54","30","64","16"
"16","63","25","48","40"
"60","66","0","76","28"
"72","3","20","0","64"
"56","42","100","96","76"
"76","39","5","48","24"
"92","6","25","16","24"
"76","30","65","68","64"
"40","81","10","16","64"
"100","93","10","48","56"
"88","60","95","40","8"
"48","27","45","40","52"
"36","84","25","0","84"
"64","57","55","28","24"
"88","39","90","48","44"
"76","99","0","44","44"
"0","63","10","92","56"
"84","69","60","88","48"
"84","81","10","92","100"
"76","72","85","88","96"
"16","18","75","72","100"
"84","15","45","8","100"
"0","66","100","64","60"
"32","12","35","88","96"
"52","48","70","76","80"
"40","6","75","32","68"
"72","12","65","96","56"
"76","72","50","88","16"
"100","87","100","20","72"
"0","60","40","48","4"
"28","51","25","28","0"
"68","54","70","44","72"
"84","63","55","8","64"
"68","45","0","60","0"
"76","6","15","92","20"
"60","93","80","52","56"
"48","99","90","88","72"
"92","0","15","24","64"
"56","3","50","48","72"
"92","21","15","24","32"
"96","78","5","40","56"
"8","12","25","48","100"
"100","33","30","36","92"
"64","102","100","64","4"
"8","60","15","68","64"
"24","24","0","0","40"
"56","54","80","40","16"
"40","24","85","92","4"
"20","54","15","28","80"
"100","27","100","96","80"
"80","78","45","32","24"
"8","96","75","24","20"
"64","87","70","20","28"
"52","60","50","56","12"
"48","69","50","28","96"
"88","87","10","56","56"
"4","24","40","20","4"
"24","48","50","56","56"
"72","21","15","32","24"
"52","45","40","16","68"
"84","54","45","56","96"
"68","36","95","44","88"
"48","72","10","40","72"
"84","66","35","52","0"
"92","15","75","96","60"
"56","12","60","96","8"
"40","36","80","44","12"
"48","24","90","0","4"
"20","24","75","92","92"
"88","30","80","8","8"
"44","78","45","32","40"
"12","0","5","96","76"
"72","24","95","100","40"
"24","0","80","32","64"
"60","33","5","92","72"
"28","6","20","40","20"
"16","69","60","64","64"
"88","75","35","32","80"
"32","45","5","72","76"
"40","66","10","84","36"
"4","87","5","40","8"
"28","21","100","36","60"
"92","66","95","28","8"
"52","27","45","84","100"
"88","57","75","48","80"
"84","90","95","4","4"
"32","57","60","4","4"
"72","63","50","4","68"
"32","81","15","20","88"
"88","3","75","16","64"
"40","27","75","48","20"
"92","57","55","12","96"
"8","48","25","68","48"
"76","51","75","40","0"
"84","15","95","68","92"
"4","3","85","44","80"
"56","93","15","20","52"
"4","57","80","0","40"
"92","81","100","56","4"
"32","39","90","60","8"
"36","63","40","52","72"
"0","54","95","52","64"
"84","81","40","8","64"
"16","99","5","12","92"
"20","60","35","32","76"
"80","90","70","52","76"
"60","69","40","40","84"
"16","3","90","68","12"
"48","18","70","12","72"
"88","63","65","0","20"
"60","30","0","36","48"
"96","63","30","40","48"
"24","42","60","84","84"
"32","60","0","64","84"
"72","15","55","96","68"
"40","60","45","24","48"
"28","81","40","68","64"
"92","9","15","12","36"
"32","93","5","72","20"
"92","60","100","32","20"
"28","48","15","32","96"
"24","48","15","8","56"
"8","57","90","12","32"
"52","96","5","32","56"
"84","12","60","80","44"
"24","72","0","24","60"
"8","39","0","0","84"
"28","72","65","80","52"
"12","12","60","80","64"
"8","15","10","76","20"
"16","57","50","84","44"
"100","15","50","56","68"
"40","36","70","76","20"
"72","75","5","60","44"
"36","87","60","92","72"
"84","93","85","32","4"
"52","75","10","100","72"
"36","102","40","56","32"
"4","96","100","32","76"
"12","27","50","56","16"
"68","9","5","0","68"
"80","57","5","16","96"
"20","39","90","52","56"
"48","99","20","20","92"
"16","72","40","0","24"
"84","96","50","96","4"
"88","75","40","60","100"
"16","3","60","56","24"
"88","9","75","56","64"
"16","90","45","0","100"
"76","15","20","24","76"
"0","3","10","60","48"
"40","27","35","72","4"
"68","78","75","36","4"
"100","78","30","28","44"
"84","15","20","36","4"
"100","51","20","100","36"
"48","87","80","96","36"
"84","75","15","32","76"
"44","12","35","36","96"
"36","87","30","28","32"
"52","39","70","8","16"
"24","3","100","64","32"
"72","0","20","48","84"
"24","60","15","12","44"
"44","51","50","68","100"
"4","36","85","80","92"
"12","30","25","68","44"
"72","81","20","24","76"
"8","93","75","20","4"
"44","54","70","96","76"
"48","60","25","48","8"
"12","54","0","28","88"
"84","36","90","48","36"
"28","90","10","24","72"
"32","84","70","28","92"
"44","39","70","32","80"
"20","66","20","12","100"
"16","6","85","12","76"
"8","3","25","80","68"
"48","36","30","60","0"
"4","51","20","56","8"
"56","15","100","76","0"
"72","93","15","72","12"
"40","12","80","64","0"
"0","51","75","36","28"
"80","54","35","8","36"
"60","84","5","92","92"
"84","96","5","28","88"
"52","51","25","84","60"
"96","18","40","12","68"
"80","9","30","16","40"
"0","0","0","40","12"
"52","66","35","4","88"
"4","12","60","100","80"
"12","72","5","56","64"
"80","66","50","40","48"
"100","12","20","60","72"
"40","39","5","20","64"
"64","54","80","52","12"
"32","81","15","100","52"
"96","51","55","80","60"
"72","54","5","84","72"
"40","78","25","56","92"
"56","66","15","24","0"
"84","75","10","44","80"
"72","27","15","28","16"
"8","21","85","76","96"
"44","66","10","76","36"
"0","42","40","52","60"
"32","72","0","84","60"
"56","27","25","76","92"
"64","9","20","84","4"
"16","0","70","72","40"
"76","36","30","44","64"
"40","84","35","8","76"
"84","54","30","24","88"
"0","99","60","0","68"
"32","69","100","28","64"
"68","27","15","0","56"
"60","102","90","16","68"
"76","69","40","8","76"
"52","9","10","8","84"
"92","90","60","32","28"
"20","81","65","8","60"
"56","12","0","12","8"
"60","45","20","44","56"
"12","24","65","4","96"
"4","45","5","8","16"
"52","15","50","12","84"
"64","45","100","84","0"
"80","21","60","84","0"
"76","66","85","68","36"
"100","21","75","96","8"
"40","0","75","24","44""Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"76","0","50","36","96"
"84","18","70","32","52"
"64","90","75","36","8"
"92","39","95","12","4"
"52","33","85","8","20"
"96","93","60","72","64"
"0","84","85","96","36"
"52","27","70","40","8"
"84","30","65","72","68"
"16","12","35","40","52"
"100","75","15","32","96"
"48","33","100","96","100"
"16","60","70","68","92"
"76","42","90","36","88"
"100","48","5","64","44"
"52","66","55","40","76"
"28","36","60","80","4"
"88","12","80","80","52"
"16","81","0","72","68"
"52","33","0","32","48"
"80","81","80","72","84"
"28","99","100","68","100"
"12","48","20","60","88"
"8","30","40","48","80"
"0","24","10","4","0"
"12","21","60","8","60"
"100","96","75","92","48"
"80","78","0","68","88"
"100","72","10","0","92"
"52","18","45","96","96"
"8","90","15","4","96"
"56","69","95","60","32"
"72","63","40","52","4"
"92","81","35","84","0"
"88","66","50","40","48"
"0","48","25","12","84"
"64","96","80","88","40"
"16","99","60","72","68"
"100","93","95","56","60"
"84","66","35","52","96"
"84","69","45","8","68"
"56","96","85","72","64"
"64","51","15","32","68"
"20","93","10","4","92"
"8","81","65","92","8"
"44","24","55","48","80"
"100","78","90","8","80"
"36","63","60","32","4"
"56","96","35","52","68"
"56","42","40","4","72"
"0","30","80","40","24"
"8","15","15","76","56"
"36","81","30","84","20"
"0","99","45","16","28"
"4","3","60","56","28"
"60","69","35","88","88"
"100","48","15","32","56"
"100","42","5","36","4"
"16","96","35","64","32"
"12","57","95","72","12"
"24","90","70","64","8"
"32","18","50","72","4"
"72","60","55","72","100"
"80","78","35","88","8"
"80","72","80","48","12"
"80","84","20","40","12"
"96","93","5","72","60"
"0","0","85","24","44"
"28","39","95","12","80"
"96","102","90","40","44"
"100","18","0","20","56"
"24","51","65","60","76"
"48","24","5","4","68"
"56","6","95","56","20"
"4","96","35","40","40"
"56","51","55","16","100"
"88","60","45","80","68"
"56","9","95","12","60"
"60","42","65","60","20"
"16","24","60","0","92"
"92","75","75","76","44"
"64","30","15","44","80"
"16","15","40","60","24"
"52","12","40","24","96"
"4","48","100","52","76"
"72","0","100","92","28"
"36","33","30","52","76"
"12","87","75","72","84"
"92","39","50","4","24"
"76","36","90","80","40"
"60","69","90","8","52"
"100","63","75","60","20"
"84","3","90","4","80"
"24","90","55","96","24"
"20","0","70","84","96"
"60","45","15","76","20"
"84","69","95","80","32"
"64","12","80","48","56"
"24","51","40","0","100"
"84","90","70","12","96"
"64","63","75","60","96"
"40","69","20","52","88"
"24","66","90","80","8"
"80","24","45","16","100"
"32","63","50","68","48"
"56","96","75","48","68"
"20","3","35","24","56"
"60","66","40","24","36"
"28","6","85","40","56"
"56","72","100","84","100"
"16","51","20","52","96"
"60","18","0","92","32"
"84","12","55","88","44"
"88","42","95","20","92"
"44","87","0","48","52"
"20","30","10","20","60"
"16","69","50","4","20"
"40","96","65","56","88"
"20","54","15","88","56"
"88","9","5","76","12"
"60","66","30","28","0"
"8","42","50","68","40"
"52","51","30","44","56"
"72","33","15","44","76"
"4","72","30","28","28"
"84","66","95","60","88"
"44","3","90","96","48"
"72","36","45","12","56"
"72","9","95","64","36"
"8","15","80","20","68"
"36","99","5","64","0"
"96","24","50","36","48"
"12","84","15","100","16"
"88","15","95","52","88"
"36","57","35","56","76"
"96","81","70","100","40"
"60","72","35","52","44"
"92","45","55","52","56"
"68","15","60","100","56"
"56","18","0","4","56"
"8","18","50","60","84"
"48","69","70","92","76"
"0","78","15","44","32"
"8","90","10","84","24"
"68","81","65","32","60"
"20","3","95","36","4"
"84","9","70","40","92"
"64","36","20","92","52"
"88","0","5","44","44"
"28","90","30","76","76"
"0","51","100","36","52"
"88","27","20","84","60"
"12","6","60","92","20"
"44","6","80","24","44"
"28","78","90","88","12"
"68","39","80","100","100"
"0","39","80","100","44"
"92","60","50","80","24"
"48","18","5","68","84"
"84","57","40","96","48"
"40","60","85","88","60"
"96","27","5","16","0"
"24","27","85","32","8"
"60","84","50","76","0"
"28","72","45","88","40"
"68","30","60","52","12"
"40","84","65","96","8"
"76","66","25","68","4"
"32","21","65","64","24"
"4","96","10","80","16"
"28","78","70","28","84"
"72","42","45","24","64"
"60","12","40","100","28"
"60","69","0","4","48"
"100","6","45","96","44"
"88","48","70","40","48"
"12","78","25","40","32"
"12","87","60","84","76"
"32","27","35","72","68"
"24","99","0","24","80"
"20","69","80","36","48"
"36","99","5","52","24"
"80","21","10","96","20"
"28","81","10","28","52"
"84","36","10","96","76"
"64","72","100","12","4"
"56","30","100","36","68"
"40","87","55","68","32"
"76","57","45","64","4"
"4","99","50","8","76"
"40","24","40","0","32"
"12","96","60","92","84"
"12","87","55","92","84"
"56","21","45","100","8"
"88","99","5","56","24"
